Address_A,Port_A,Address_B,Port_B,Total_Packets,Total_Bytes,Packets_Forward,Bytes_Forward,Packets_Backward,Bytes_Backward,Rel_Start,Duration,Bits/s_Forward,Bits/s_Backward
192.168.50.88,34501,8.8.4.4,53,1,81,1,81,0,0,473570.0818,0,0,0
192.168.50.88,56890,8.8.8.8,53,2,216,1,100,1,116,368654.5026,0.019764,40477.63617,46954.05796
192.168.50.57,50314,192.168.50.88,53,2,381,1,77,1,304,402839.387,0.025922,23763.59849,93819.9213
fe80::d58e:a29a:c48:dd8f,51716,ff02::1:3,5355,2,182,2,182,0,0,128165.5391,0.103566,14058.6679,0
192.168.50.88,39733,8.8.8.8,53,2,338,1,91,1,247,390531.5752,0.012223,59559.8462,161662.4397
192.168.50.88,43710,8.8.4.4,53,2,392,1,132,1,260,456839.176,0.004972,0,0
192.168.50.88,48868,8.8.4.4,53,2,290,1,129,1,161,428719.7417,0.00415,0,0
192.168.50.88,38674,8.8.4.4,53,1,85,1,85,0,0,489477.2394,0,0,0
fe80::3403:4993:3b2c:2ae9,50044,ff02::1:3,5355,4,336,4,336,0,0,287509.6297,913391.559,0.002942878,0
192.168.50.16,60173,192.168.50.88,53,4,484,2,158,2,326,499577.6195,323411.7627,0.00390833,0.008064023
fe80::e14d:8fc5:b840:50b8,61086,ff02::1:3,5355,2,172,2,172,0,0,524535.9191,0.109396,12578.15643,0
192.168.50.88,54168,8.8.4.4,53,2,430,1,102,1,328,423357.6454,0.012393,65843.62165,211732.4304
192.168.50.63,53453,192.168.50.88,53,2,412,1,83,1,329,529730.1603,0.014975,44340.56745,175759.5987
192.168.50.88,46233,8.8.4.4,53,2,263,1,84,1,179,426236.0752,0.01159,57981.01836,123554.7891
192.168.50.88,53107,8.8.4.4,53,4,1077,2,155,2,922,438834.3521,17122.40741,0.072419723,0.430780545
192.168.50.88,44931,8.8.4.4,53,4,296,4,296,0,0,299624.1441,10.009761,236.5690849,0
192.168.50.88,59161,8.8.8.8,53,8,632,8,632,0,0,95344.20468,30.031891,168.354367,0
192.168.50.88,58946,8.8.4.4,53,1,89,1,89,0,0,344805.7038,0,0,0
192.168.50.15,53220,192.168.50.88,53,4,472,2,152,2,320,386590.7798,1083005.789,0.001122801,0.002363792
192.168.50.15,50637,192.168.50.88,53,4,472,2,152,2,320,115004.1356,922532.925,0.00131811,0.002774969
192.168.50.88,50984,8.8.8.8,53,3,433,2,185,1,248,470660.907,631454.4581,0.002343795,0.003141953
fe80::3403:4993:3b2c:2ae9,50390,ff02::1:3,5355,2,168,2,168,0,0,31607.02768,0.104695,12837.28927,0
192.168.50.88,47794,8.8.8.8,53,3,972,2,170,1,802,253624.3959,2168265.049,0.00062723,0.002959048
192.168.50.88,38867,8.8.8.8,53,1,78,1,78,0,0,429355.7074,0,0,0
192.168.50.88,40717,8.8.4.4,53,1,78,1,78,0,0,322210.2283,0,0,0
192.168.50.88,50784,8.8.4.4,53,2,188,1,86,1,102,412849.8817,0.004613,0,0
192.168.50.18,52351,192.168.50.88,53,8,976,4,320,4,656,367378.9961,2247912.908,0.001138834,0.00233461
192.168.50.88,59078,8.8.8.8,53,2,328,1,98,1,230,380776.9076,0.004528,0,0
192.168.50.88,56338,8.8.4.4,53,4,1530,2,156,2,1374,403142.1663,5096.527654,0.244872604,2.156762554
192.168.50.52,49626,192.168.50.88,53,2,459,1,76,1,383,426591.3361,0.009689,62751.57377,316234.9047
192.168.50.54,65247,239.255.255.250,1900,4,860,4,860,0,0,498738.3093,2.998635,2294.377275,0
192.168.50.59,63670,192.168.50.88,53,2,625,1,94,1,531,13362.99036,0.058348,12888.18811,72804.552
192.168.50.88,36866,8.8.4.4,53,2,202,1,93,1,109,21239.88736,0.00385,0,0
192.168.50.88,45436,8.8.4.4,53,3,275,2,151,1,124,344805.7039,1298578.106,0.000930248,0.000763912
192.168.50.88,56090,8.8.4.4,53,2,887,1,83,1,804,440639.2491,0.012378,53643.56135,519631.6063
192.168.50.18,60140,192.168.50.88,53,4,488,2,160,2,328,230870.0747,2925409.532,0.000437546,0.000896968
192.168.50.14,56809,224.0.0.252,5355,2,128,2,128,0,0,207974.8661,0.098934,10350.33457,0
192.168.50.14,58149,224.0.0.252,5355,4,256,4,256,0,0,381784.8847,1430339.694,0.001431828,0
192.168.50.59,50384,224.0.0.252,5355,2,132,2,132,0,0,378930.5361,0.098156,10758.38461,0
192.168.50.57,53297,192.168.50.88,53,2,381,1,77,1,304,442433.8174,0.038737,15902.10908,62782.35275
192.168.50.88,37316,8.8.4.4,53,2,271,1,93,1,178,481710.6066,0.003955,0,0
192.168.50.88,48903,8.8.4.4,53,2,202,1,84,1,118,413718.0829,0.004675,0,0
192.168.50.11,58280,224.0.0.252,5355,1,71,1,71,0,0,343713.1776,0,0,0
192.168.50.15,49782,192.168.50.88,53,2,236,1,76,1,160,128657.3703,0.000231,0,0
192.168.50.52,49568,224.0.0.252,5355,2,128,2,128,0,0,509042.9918,0.097118,10543.87446,0
fe80::d58e:a29a:c48:dd8f,61542,ff02::1:3,5355,1,91,1,91,0,0,345989.8745,0,0,0
192.168.50.88,49663,8.8.4.4,53,1,89,1,89,0,0,481053.2859,0,0,0
192.168.50.56,59739,224.0.0.252,5355,2,136,2,136,0,0,374769.4245,0.105458,10316.90341,0
192.168.50.88,55822,8.8.4.4,53,2,408,1,140,1,268,424620.8928,0.004285,0,0
192.168.50.88,33686,8.8.4.4,53,1,70,1,70,0,0,67755.74398,0,0,0
192.168.50.54,56052,239.255.255.250,1900,4,860,4,860,0,0,382938.1966,2.998726,2294.307649,0
192.168.50.88,44600,8.8.4.4,53,2,202,1,93,1,109,525271.844,0.021976,33855.1146,39679.65044
192.168.50.88,32867,8.8.8.8,53,2,883,1,81,1,802,465732.7596,0.0119,54453.78159,539159.6646
192.168.50.88,49529,8.8.4.4,53,1,89,1,89,0,0,321007.6123,0,0,0
fe80::891f:ff8f:8660:beff,61384,ff02::1:3,5355,1,91,1,91,0,0,153811.0914,0,0,0
192.168.50.54,63531,239.255.255.250,1900,4,860,4,860,0,0,471498.5117,2.998484,2294.492817,0
192.168.50.88,46804,8.8.4.4,53,4,648,2,188,2,460,451803.1254,30741.2807,0.048924442,0.119708741
192.168.50.88,58038,8.8.4.4,53,2,637,1,70,1,567,503283.472,0.005201,107671.6012,872139.9694
192.168.50.11,60470,224.0.0.252,5355,1,71,1,71,0,0,413013.5842,0,0,0
192.168.50.15,55181,192.168.50.88,53,2,236,1,76,1,160,411674.0123,0.003904,0,0
192.168.50.88,43394,8.8.8.8,53,6,1331,3,257,3,1074,509808.1978,1776743.033,0.001157174,0.004835815
192.168.50.88,58998,8.8.4.4,53,2,200,1,86,1,114,487863.8357,0.012835,53603.42812,71055.70704
192.168.50.88,52301,8.8.4.4,53,5,374,5,374,0,0,132473.5053,75257.62887,0.039756767,0
192.168.50.88,40481,8.8.8.8,53,3,286,2,162,1,124,191029.3348,390613.6089,0.003317857,0.002539594
192.168.50.88,37987,8.8.4.4,53,2,266,1,82,1,184,19761.07303,0.020277,32351.92583,72594.56527
192.168.50.15,59592,192.168.50.88,53,10,1180,5,380,5,800,213574.9781,3170614.159,0.000958805,0.002018536
192.168.50.88,35491,8.8.8.8,53,1,59,1,59,0,0,83946.80155,0,0,0
192.168.50.88,53071,8.8.4.4,53,2,224,1,104,1,120,42924.78704,0.01258,66136.72499,76311.60575
192.168.50.15,59806,192.168.50.88,53,4,472,2,152,2,320,118424.4984,1923707.15,0.000632113,0.001330764
192.168.50.88,50381,8.8.8.8,53,1,59,1,59,0,0,158079.0201,0,0,0
192.168.50.88,36981,8.8.8.8,53,1,88,1,88,0,0,303711.2167,0,0,0
192.168.50.88,48729,8.8.4.4,53,2,362,1,76,1,286,371894.6091,0.011555,52617.91417,198009.5191
192.168.50.15,51570,192.168.50.88,53,2,236,1,76,1,160,573168.073,0.000187,0,0
192.168.50.14,57285,224.0.0.252,5355,2,128,2,128,0,0,271583.7861,0.103349,9908.175214,0
192.168.50.88,58912,8.8.8.8,53,5,561,3,269,2,292,358310.7497,1986387.636,0.001083374,0.001176004
192.168.50.88,57057,8.8.8.8,53,5,1612,3,236,2,1376,166977.8593,647003.0052,0.00291807,0.017013831
192.168.50.88,38327,8.8.8.8,53,2,202,1,93,1,109,467153.9648,0.024569,30282.06276,35491.88001
192.168.50.15,61920,192.168.50.88,53,4,472,2,152,2,320,573918.0793,759614.5077,0.001600812,0.00337013
192.168.50.15,49321,192.168.50.88,53,8,944,4,304,4,640,478322.0643,1054628.063,0.002306026,0.004854792
192.168.50.14,56490,224.0.0.252,5355,2,128,2,128,0,0,424429.4552,0.102092,10030.16887,0
192.168.50.88,46136,8.8.4.4,53,2,883,1,81,1,802,511899.1149,0.003979,0,0
192.168.50.63,57409,224.0.0.252,5355,2,142,2,142,0,0,419488.5857,0.096859,11728.38868,0
192.168.50.15,61425,192.168.50.88,53,6,708,3,228,3,480,473221.0033,2701696.04,0.000675131,0.001421329
192.168.50.63,56163,192.168.50.88,53,2,468,1,82,1,386,420444.2003,0.000488,0,0
192.168.50.14,52506,224.0.0.252,5355,2,128,2,128,0,0,329767.8049,0.103321,9910.860334,0
192.168.50.88,43488,8.8.4.4,53,4,1520,2,151,2,1369,417837.4933,113742.2563,0.010620503,0.096287874
192.168.50.88,42786,8.8.4.4,53,1,70,1,70,0,0,496708.8025,0,0,0
192.168.50.88,55640,91.189.89.198,123,2,180,1,90,1,90,570905.1171,0.140714,5116.761659,5116.761659
192.168.50.88,35218,8.8.8.8,53,1,78,1,78,0,0,484663.3254,0,0,0
192.168.50.88,52445,8.8.4.4,53,1,70,1,70,0,0,235562.8711,0,0,0
192.168.50.88,38948,8.8.8.8,53,4,829,2,158,2,671,516444.3149,993288.9634,0.00127254,0.005404268
192.168.50.15,55989,192.168.50.88,53,8,944,4,304,4,640,134358.3863,1442158.873,0.001686361,0.003550233
192.168.50.11,62073,224.0.0.252,5355,3,213,3,213,0,0,118710.8928,1209675.019,0.001408643,0
192.168.50.88,57141,8.8.4.4,53,2,637,1,70,1,567,60353.76003,0.00477,0,0
fe80::891f:ff8f:8660:beff,55936,ff02::1:3,5355,1,91,1,91,0,0,112410.8556,0,0,0
192.168.50.63,57380,192.168.50.88,53,2,265,1,89,1,176,61422.81578,0.00491,0,0
192.168.50.88,55119,8.8.8.8,53,5,526,3,254,2,272,481042.949,1476388.151,0.001376332,0.001473867
192.168.50.54,61955,192.168.50.88,53,4,824,2,166,2,658,411331.2126,116711.1259,0.011378521,0.045102812
192.168.50.19,56209,192.168.50.88,53,2,391,1,73,1,318,423647.461,0.000289,0,0
192.168.50.88,38957,8.8.4.4,53,4,427,2,181,2,246,378544.1101,45367.87771,0.031916856,0.04337871
fe80::e14d:8fc5:b840:50b8,49482,ff02::1:3,5355,2,172,2,172,0,0,36021.10724,0.101551,13549.84195,0
192.168.50.18,56165,192.168.50.88,53,6,732,3,240,3,492,300955.2257,1175172.973,0.001633802,0.003349294
192.168.50.88,40671,8.8.4.4,53,4,296,4,296,0,0,126279.3725,10.010636,236.5484071,0
192.168.50.14,56926,224.0.0.252,5355,2,128,2,128,0,0,374591.4536,0.100098,10229.97463,0
192.168.50.88,49067,8.8.4.4,53,2,637,1,70,1,567,522009.6018,0.004584,0,0
192.168.50.88,55503,8.8.4.4,53,2,188,1,86,1,102,420366.9708,0.004024,0,0
fe80::785b:9c3b:68b4:aa64,59915,ff02::1:3,5355,2,172,2,172,0,0,3849.866272,0.109178,12603.27172,0
192.168.50.52,61649,192.168.50.88,53,2,459,1,76,1,383,525562.2911,0.004787,0,0
192.168.50.88,57215,8.8.8.8,53,4,877,2,158,2,719,564039.6754,728011.1788,0.001736237,0.007900978
192.168.50.15,62812,192.168.50.88,53,2,236,1,76,1,160,482462.7129,0.000236,0,0
192.168.50.63,64130,192.168.50.88,53,2,421,1,91,1,330,413942.0469,0.013518,53854.12058,195295.1625
192.168.50.18,54717,192.168.50.88,53,6,732,3,240,3,492,193788.1636,1321882.555,0.001452474,0.002977572
192.168.50.88,50170,8.8.8.8,53,1,78,1,78,0,0,387667.3386,0,0,0
192.168.50.88,44001,8.8.4.4,53,1,89,1,89,0,0,35798.14677,0,0,0
192.168.50.88,40880,8.8.4.4,53,2,637,1,70,1,567,435636.0247,0.004914,0,0
fe80::3403:4993:3b2c:2ae9,55130,ff02::1:3,5355,4,336,4,336,0,0,447095.8215,110950.6137,0.024226995,0
192.168.50.18,57287,192.168.50.88,53,4,488,2,160,2,328,247251.0922,1833891.977,0.000697969,0.001430837
192.168.50.18,55949,192.168.50.88,53,4,488,2,160,2,328,418201.7858,1866471.428,0.000685786,0.001405861
192.168.50.18,64675,192.168.50.88,53,4,488,2,160,2,328,322796.7539,2100784.135,0.000609296,0.001249057
192.168.50.88,33418,91.189.89.199,123,2,180,1,90,1,90,537264.3332,0.14531,4954.923954,4954.923954
192.168.50.63,58438,192.168.50.88,53,2,440,1,89,1,351,471529.6928,0.013124,54251.75256,213959.159
192.168.50.88,60277,8.8.4.4,53,4,296,4,296,0,0,30219.8728,10.010736,236.5460442,0
192.168.50.11,58515,192.168.50.88,53,2,154,1,77,1,77,494325.0702,10.000676,61.59583612,61.59583612
fe80::d58e:a29a:c48:dd8f,52235,ff02::1:3,5355,2,182,2,182,0,0,518809.8904,0.103934,14008.89026,0
192.168.50.88,51487,8.8.8.8,53,5,607,3,229,2,378,109212.8201,1312749.817,0.001395544,0.002303562
192.168.50.88,33732,8.8.4.4,53,1,89,1,89,0,0,479271.2619,0,0,0
192.168.50.88,53705,8.8.8.8,53,4,296,4,296,0,0,276628.3674,10.010547,236.5505102,0
192.168.50.50,62699,192.168.50.88,53,4,789,2,178,2,611,61178.48203,0.000448,0,0
fe80::3403:4993:3b2c:2ae9,59279,ff02::1:3,5355,2,168,2,168,0,0,121890.9332,0.10338,13000.58038,0
192.168.50.88,50107,8.8.8.8,53,2,883,1,81,1,802,553652.3846,0.011303,57329.91223,567636.9088
192.168.50.88,34064,8.8.4.4,53,6,474,6,474,0,0,122412.1839,150074.7228,0.025267413,0
192.168.50.54,63510,224.0.0.252,5355,2,148,2,148,0,0,61426.71713,0.111207,10646.8118,0
192.168.50.88,46827,8.8.4.4,53,2,392,1,132,1,260,487439.073,0.004271,0,0
192.168.50.55,65448,192.168.50.88,53,2,422,1,83,1,339,60701.02387,0.000135,0,0
192.168.50.56,53605,192.168.50.88,53,2,466,1,77,1,389,536632.0037,0.03645,16899.86282,85377.22905
192.168.50.14,53441,224.0.0.252,5355,2,128,2,128,0,0,368689.9061,0.098691,10375.81947,0
192.168.50.52,58053,192.168.50.88,53,2,573,1,77,1,496,504888.5696,0.010044,61330.14738,395061.7286
192.168.50.63,60739,192.168.50.88,53,2,412,1,83,1,329,503929.1788,0.000205,0,0
192.168.50.88,43871,8.8.8.8,53,2,881,1,80,1,801,458862.3688,0.012399,51617.0659,516815.8723
fe80::3403:4993:3b2c:2ae9,53910,ff02::1:3,5355,2,168,2,168,0,0,237680.5355,0.097426,13795.0855,0
ff02::1:2,547,fe80::f566:6465:d2bd:8834,546,2828,424200,0,0,2828,424200,366202.0098,172143.2718,0,19.71381144
192.168.50.88,45368,8.8.4.4,53,11,1364,10,797,1,567,178909.1141,2653287.1,0.002403057,0.001709578
192.168.50.18,65424,192.168.50.88,53,2,244,1,80,1,164,540492.8762,0.000274,0,0
192.168.50.88,42941,8.8.8.8,53,2,218,1,93,1,125,379347.101,0.004318,0,0
192.168.50.88,38851,8.8.4.4,53,4,1514,2,148,2,1366,422538.6027,105218.0936,0.011252817,0.103860464
192.168.50.57,49334,192.168.50.88,53,2,395,1,84,1,311,39234.15092,0.005671,118497.6195,438723.3293
192.168.50.50,62597,192.168.50.88,53,4,789,2,178,2,611,61125.48196,0.000423,0,0
192.168.50.61,49343,192.168.50.88,53,2,409,1,83,1,326,392451.9523,0.042537,15609.93957,61311.32892
fe80::891f:ff8f:8660:beff,53604,ff02::1:3,5355,1,91,1,91,0,0,102510.7997,0,0,0
192.168.50.11,63683,224.0.0.252,5355,1,71,1,71,0,0,563314.7176,0,0,0
192.168.50.54,59432,239.255.255.250,1900,4,860,4,860,0,0,369377.9597,2.998823,2294.233438,0
192.168.50.18,60954,192.168.50.88,53,4,488,2,160,2,328,163666.2718,814552.427,0.001571415,0.003221401
192.168.50.54,52216,239.255.255.250,1900,4,860,4,860,0,0,501858.4225,2.998673,2294.3482,0
192.168.50.18,51238,239.255.255.250,1900,17178,2851548,17178,2851548,0,0,73182.3517,3448536.183,6.615091966,0
192.168.50.88,54616,8.8.8.8,53,3,726,2,159,1,567,257497.864,1091658.218,0.0011652,0.004155147
192.168.50.18,63323,224.0.0.252,5355,2,142,2,142,0,0,542212.6688,0.102688,11062.63633,0
192.168.50.88,43914,8.8.8.8,53,1,70,1,70,0,0,245207.7292,0,0,0
192.168.50.64,61170,192.168.50.88,53,2,479,1,82,1,397,407705.6483,0.000631,0,0
192.168.50.88,47840,8.8.4.4,53,6,1643,3,223,3,1420,372239.5431,60870.17875,0.029308276,0.18662669
192.168.50.88,39037,8.8.8.8,53,5,1615,3,243,2,1372,329720.6776,527951.9897,0.003682153,0.020789769
fe80::d58e:a29a:c48:dd8f,50080,ff02::1:3,5355,5,445,5,445,0,0,7521.7693,3360850.211,0.001059256,0
192.168.50.88,57339,8.8.4.4,53,2,897,1,88,1,809,480230.3761,0.020416,34482.75865,317006.2698
192.168.50.15,49739,192.168.50.88,53,4,472,2,152,2,320,310282.779,1516807.951,0.000801684,0.001687755
192.168.50.11,54982,192.168.50.88,53,2,375,1,74,1,301,532798.4518,0.024083,24581.65508,99987.54297
192.168.50.18,51578,192.168.50.88,53,4,488,2,160,2,328,262372.3664,3093538.569,0.000413766,0.00084822
fe80::2d09:947f:ae6d:36b0,52910,ff02::1:3,5355,1,91,1,91,0,0,476679.1349,0,0,0
192.168.50.88,33295,8.8.4.4,53,2,637,1,70,1,567,488818.1261,0.004731,0,0
192.168.50.88,49739,8.8.4.4,53,2,637,1,70,1,567,517271.4516,0.004709,0,0
192.168.50.88,38826,8.8.4.4,53,2,233,1,92,1,141,377024.942,0.022981,32026.45662,49084.0259
192.168.50.88,50163,8.8.4.4,53,2,881,1,80,1,801,426990.1572,0.004401,0,0
192.168.50.88,45607,8.8.4.4,53,2,248,1,88,1,160,528310.0676,0.022086,31875.39608,57955.2656
192.168.50.88,34468,8.8.8.8,53,1,59,1,59,0,0,91170.00339,0,0,0
192.168.50.54,51371,192.168.50.88,53,2,440,1,89,1,351,432722.0279,0.016672,42706.33398,168426.1037
fe80::3403:4993:3b2c:2ae9,51409,ff02::1:3,5355,2,168,2,168,0,0,489863.8931,0.097953,13720.86613,0
192.168.50.19,62880,224.0.0.252,5355,2,128,2,128,0,0,1543.639447,0.104001,9846.059173,0
fe80::3403:4993:3b2c:2ae9,64334,ff02::1:3,5355,2,168,2,168,0,0,111602.9324,0.108119,12430.7476,0
192.168.50.88,36903,8.8.4.4,53,1,70,1,70,0,0,199478.6868,0,0,0
192.168.50.88,48157,8.8.8.8,53,2,883,1,81,1,802,2046.430313,0.011,58909.09091,583272.7273
192.168.50.88,43102,8.8.4.4,53,4,296,4,296,0,0,201476.394,10.010752,236.5456661,0
192.168.50.88,51721,8.8.8.8,53,3,943,2,157,1,786,214326.4979,1247344.335,0.001006939,0.00504111
fe80::b8cd:a90d:d562:9be5,51734,ff02::1:3,5355,2,172,2,172,0,0,4722.299208,0.109349,12583.56272,0
192.168.50.15,57415,192.168.50.88,53,4,472,2,152,2,320,438471.0246,2495209.189,0.000487334,0.001025966
192.168.50.88,53792,8.8.4.4,53,4,1073,2,168,2,905,428149.7923,26882.34258,0.049995643,0.269321767
192.168.50.16,56373,192.168.50.88,53,4,484,2,158,2,326,470597.4536,2808205.83,0.000450109,0.000928707
192.168.50.15,49958,192.168.50.88,53,6,708,3,228,3,480,545024.4335,1807022.704,0.001009395,0.002125042
192.168.50.18,60174,192.168.50.88,53,4,488,2,160,2,328,337917.641,270560.3358,0.004730923,0.009698391
192.168.50.88,34929,8.8.8.8,53,1,89,1,89,0,0,341198.4971,0,0,0
192.168.50.88,37712,8.8.4.4,53,5,1355,3,221,2,1134,214354.0428,1827560.784,0.00096741,0.004963994
192.168.50.88,42003,8.8.8.8,53,2,220,1,102,1,118,382534.6882,0.013543,60252.52907,69703.90618
192.168.50.65,59317,192.168.50.88,53,2,511,1,78,1,433,376589.0724,0.062807,9935.198304,55153.08802
192.168.50.14,63391,192.168.50.88,53,2,154,1,77,1,77,191181.2763,10.000612,61.59623031,61.59623031
192.168.50.88,46987,8.8.8.8,53,4,1030,3,228,1,802,132434.9933,1087424.729,0.001677357,0.005900178
192.168.50.102,45021,192.168.50.88,53,2,134,1,67,1,67,218439.3809,10.000543,53.59708968,53.59708968
192.168.50.19,55081,192.168.50.88,53,2,400,1,76,1,324,59964.31007,0.051155,11885.44619,50669.53377
192.168.50.88,51591,8.8.8.8,53,2,881,1,80,1,801,470246.364,0.011697,54714.88412,547832.7772
192.168.50.88,56787,8.8.4.4,53,2,889,1,84,1,805,15617.43642,0.012209,55041.36293,527479.7281
192.168.50.88,33623,8.8.4.4,53,4,853,2,170,2,683,417253.3011,19350.53319,0.070282301,0.28236948
192.168.50.88,49278,8.8.4.4,53,4,472,2,180,2,292,403099.7984,104233.6538,0.013815116,0.022411188
192.168.50.88,50043,8.8.4.4,53,1,70,1,70,0,0,56943.73879,0,0,0
192.168.50.15,64000,192.168.50.88,53,4,472,2,152,2,320,287959.0759,2004169.167,0.000606735,0.001277337
192.168.50.88,57991,8.8.8.8,53,3,707,2,140,1,567,360721.901,1224905.57,0.000914356,0.003703143
192.168.50.14,54789,224.0.0.252,5355,4,256,4,256,0,0,374637.0525,172125.8164,0.011898273,0
192.168.50.18,64886,192.168.50.88,53,6,732,3,240,3,492,114523.2121,2447845.771,0.000784363,0.001607944
192.168.50.88,40263,8.8.4.4,53,1,78,1,78,0,0,342668.2725,0,0,0
192.168.50.88,35135,8.8.4.4,53,4,570,2,199,2,371,477500.6841,22890.7064,0.069547876,0.129659607
192.168.50.88,58124,8.8.8.8,53,2,218,1,93,1,125,9926.936966,0.011192,66476.05432,89349.53538
192.168.50.88,58902,8.8.4.4,53,5,982,3,228,2,754,342679.6602,2266922.928,0.000804615,0.002660876
192.168.50.63,58350,192.168.50.88,53,2,409,1,91,1,318,469691.5232,0.000585,0,0
192.168.50.88,47500,8.8.4.4,53,3,727,2,160,1,567,219282.351,1640254.899,0.000780367,0.002765424
192.168.50.88,59395,8.8.8.8,53,1,59,1,59,0,0,379983.454,0,0,0
192.168.50.65,52307,192.168.50.88,53,2,474,1,92,1,382,427205.4629,0.097873,7519.94932,31224.1374
192.168.50.88,49819,8.8.4.4,53,2,891,1,85,1,806,492850.8055,0.004487,0,0
192.168.50.54,55066,192.168.50.88,53,2,409,1,79,1,330,476016.4701,0.022897,27601.86922,115298.9474
192.168.50.54,64191,239.255.255.250,1900,4,860,4,860,0,0,503418.447,2.999066,2294.047547,0
192.168.50.54,64172,239.255.255.250,1900,4,860,4,860,0,0,494898.3589,2.998294,2294.638218,0
192.168.50.88,38265,8.8.4.4,53,2,392,1,132,1,260,415439.3696,0.004186,0,0
192.168.50.15,55024,192.168.50.88,53,6,708,3,228,3,480,88776.39366,2323640.076,0.000784975,0.00165258
192.168.50.14,63949,224.0.0.252,5355,2,128,2,128,0,0,325130.3241,0.104633,9786.587402,0
fe80::2d09:947f:ae6d:36b0,57747,ff02::1:3,5355,1,91,1,91,0,0,60093.58066,0,0,0
192.168.50.88,37029,8.8.4.4,53,2,637,1,70,1,567,409510.4885,0.004734,0,0
fe80::d58e:a29a:c48:dd8f,51090,ff02::1:3,5355,1,91,1,91,0,0,300085.6901,0,0,0
192.168.50.88,43885,8.8.8.8,53,2,893,1,86,1,807,368927.1272,0.004822,0,0
192.168.50.88,58330,8.8.4.4,53,2,637,1,70,1,567,514743.9068,0.00415,0,0
fe80::2d09:947f:ae6d:36b0,52405,ff02::1:3,5355,1,91,1,91,0,0,446978.1535,0,0,0
192.168.50.88,56919,8.8.4.4,53,1,89,1,89,0,0,417789.4616,0,0,0
192.168.50.14,52767,224.0.0.252,5355,2,128,2,128,0,0,191165.9111,0.098739,10370.77548,0
192.168.50.11,64236,192.168.50.88,53,2,148,1,74,1,74,489477.2389,10.000537,59.19682113,59.19682113
192.168.50.18,64683,192.168.50.88,53,4,488,2,160,2,328,331137.2556,227416.9153,0.005628429,0.01153828
192.168.50.15,64239,192.168.50.88,53,2,236,1,76,1,160,113113.0635,0.000225,0,0
192.168.50.11,58893,192.168.50.88,53,2,148,1,74,1,74,227120.2461,10.000555,59.19671458,59.19671458
192.168.50.88,52729,8.8.4.4,53,2,637,1,70,1,567,453562.3928,0.004694,0,0
192.168.50.88,34968,8.8.4.4,53,2,210,1,89,1,121,37492.38839,0.019669,36199.09502,49214.49997
192.168.50.88,33132,8.8.8.8,53,5,1861,3,254,2,1607,287517.9071,2015825.156,0.001008024,0.006377537
192.168.50.18,58940,192.168.50.88,53,8,976,4,320,4,656,95562.22794,2764061.657,0.000926173,0.001898655
fe80::3403:4993:3b2c:2ae9,60682,ff02::1:3,5355,2,168,2,168,0,0,25472.60938,0.097132,13836.84059,0
192.168.50.55,51916,192.168.50.88,53,2,380,1,78,1,302,60701.77732,0.000125,0,0
192.168.50.88,58993,8.8.4.4,53,2,637,1,70,1,567,488262.0235,0.004886,0,0
192.168.50.88,33061,8.8.4.4,53,2,887,1,83,1,804,408239.3796,0.012833,51741.60373,501207.8241
192.168.50.88,36814,8.8.4.4,53,2,436,1,105,1,331,9358.011798,0.011872,70754.71698,223045.8221
192.168.50.88,35400,8.8.8.8,53,1,89,1,89,0,0,262722.185,0,0,0
192.168.50.88,42827,8.8.4.4,53,2,253,1,102,1,151,30023.70846,0.032666,24980.10163,36980.34653
192.168.50.14,56271,224.0.0.252,5355,2,128,2,128,0,0,495325.595,0.099771,10263.50342,0
192.168.50.57,62085,192.168.50.88,53,2,381,1,77,1,304,483827.5127,0.026106,23596.10817,93158.66083
192.168.50.16,65008,192.168.50.88,53,4,484,2,158,2,326,147187.0865,2476819.433,0.000510332,0.001052963
192.168.50.63,61886,192.168.50.88,53,2,409,1,91,1,318,390575.7367,0.000384,0,0
192.168.50.63,57696,224.0.0.252,5355,2,128,2,128,0,0,1601.82026,0.106333,9630.124232,0
192.168.50.88,51343,8.8.4.4,53,2,883,1,81,1,802,442080.5153,0.011776,55027.17378,544836.9552
fe80::d58e:a29a:c48:dd8f,51246,ff02::1:3,5355,2,182,2,182,0,0,163269.6292,1179064.338,0.001234877,0
192.168.50.56,62219,192.168.50.88,53,2,475,1,85,1,390,743.630745,0.000259,0,0
192.168.50.88,53519,8.8.4.4,53,6,1817,3,257,3,1560,401402.7267,130177.0022,0.01579388,0.095869468
fe80::e40e:a6ad:3c4d:d40d,60474,ff02::1:3,5355,2,168,2,168,0,0,2171.457354,0.106497,12620.0738,0
192.168.50.88,41751,8.8.4.4,53,2,250,1,93,1,157,535518.5212,0.020774,35813.99831,60460.1907
192.168.50.88,35464,8.8.8.8,53,4,1522,2,152,2,1370,400041.1863,72889.98993,0.016682675,0.150363582
192.168.50.18,52411,224.0.0.252,5355,2,142,2,142,0,0,163269.6297,1098963.738,0.001033701,0
192.168.50.88,44938,8.8.4.4,53,2,637,1,70,1,567,429578.9143,0.004585,0,0
192.168.50.19,61835,192.168.50.88,53,2,391,1,73,1,318,507854.9951,0.009392,62180.57898,270868.8235
192.168.50.18,57793,192.168.50.88,53,6,732,3,240,3,492,356218.6007,1021204.183,0.001880133,0.003854273
